medal_date,medal_type,medal_code,name,gender,country_code,country,country_long,nationality_code,nationality,nationality_long,team,team_gender,discipline,event,event_type,url_event,birth_date,code_athlete,code_team,is_medallist
29-07-2024,Gold Medal,1,McINTOSH Summer,Female,CAN,Canada,Canada,CAN,Canada,Canada,,,Swimming,Women's 400m Individual Medley,ATH,/en/paris-2024/results/swimming/women-s-400m-individual-medley/fnl-000100--,18-08-2006,1967140,,TRUE
29-07-2024,Silver Medal,2,GRIMES Katie,Female,USA,United States,United States of America,USA,United States,United States of America,,,Swimming,Women's 400m Individual Medley,ATH,/en/paris-2024/results/swimming/women-s-400m-individual-medley/fnl-000100--,08-01-2006,1935909,,TRUE
29-07-2024,Bronze Medal,3,WEYANT Emma,Female,USA,United States,United States of America,USA,United States,United States of America,,,Swimming,Women's 400m Individual Medley,ATH,/en/paris-2024/results/swimming/women-s-400m-individual-medley/fnl-000100--,24-12-2001,1936001,,TRUE
30-07-2024,Gold Medal,1,NAGASE Takanori,Male,JPN,Japan,Japan,JPN,Japan,Japan,,,Judo,Men -81 kg,HATH,/en/paris-2024/results/judo/men--81-kg/fnl-000100--,14-10-1993,1896765,,TRUE
30-07-2024,Silver Medal,2,GRIGALASHVILI Tato,Male,GEO,Georgia,Georgia,GEO,Georgia,Georgia,,,Judo,Men -81 kg,HATH,/en/paris-2024/results/judo/men--81-kg/fnl-000100--,01-12-1999,1546651,,TRUE
30-07-2024,Bronze Medal,3,LEE Joonhwan,Male,KOR,Korea,Republic of Korea,KOR,Korea,Republic of Korea,,,Judo,Men -81 kg,HATH,/en/paris-2024/results/judo/men--81-kg/repf000100--,19-06-2002,1928079,,TRUE
30-07-2024,Bronze Medal,3,MAKHMADBEKOV Somon,Male,TJK,Tajikistan,Tajikistan,TJK,Tajikistan,Tajikistan,,,Judo,Men -81 kg,HATH,/en/paris-2024/results/judo/men--81-kg/repf000200--,24-03-1999,1570561,,TRUE
30-07-2024,Gold Medal,1,LESKI Andreja,Female,SLO,Slovenia,Slovenia,SLO,Slovenia,Slovenia,,,Judo,Women -63 kg,HATH,/en/paris-2024/results/judo/women--63-kg/fnl-000100--,08-01-1997,1980833,,TRUE
30-07-2024,Silver Medal,2,AWITI ALCARAZ Prisca,Female,MEX,Mexico,Mexico,MEX,Mexico,Mexico,,,Judo,Women -63 kg,HATH,/en/paris-2024/results/judo/women--63-kg/fnl-000100--,20-02-1996,1537287,,TRUE
30-07-2024,Bronze Medal,3,AGBEGNENOU Clarisse,Female,FRA,France,France,FRA,France,France,,,Judo,Women -63 kg,HATH,/en/paris-2024/results/judo/women--63-kg/repf000100--,25-10-1992,1891289,,TRUE
30-07-2024,Bronze Medal,3,FAZLIU Laura,Female,KOS,Kosovo,Kosovo,KOS,Kosovo,Kosovo,,,Judo,Women -63 kg,HATH,/en/paris-2024/results/judo/women--63-kg/repf000200--,28-09-2000,1550167,,TRUE
30-07-2024,Gold Medal,1,HALES Nathan,Male,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,,,Shooting,Trap Men,ATH,/en/paris-2024/results/shooting/trap-men/fnl-000100--,16-06-1996,1904430,,TRUE
30-07-2024,Silver Medal,2,QI Ying,Male,CHN,China,People's Republic of China,CHN,China,People's Republic of China,,,Shooting,Trap Men,ATH,/en/paris-2024/results/shooting/trap-men/fnl-000100--,23-01-1997,1913928,,TRUE
30-07-2024,Bronze Medal,3,BROL CARDENAS Jean Pierre,Male,GUA,Guatemala,Guatemala,GUA,Guatemala,Guatemala,,,Shooting,Trap Men,ATH,/en/paris-2024/results/shooting/trap-men/fnl-000100--,18-12-1982,1958970,,TRUE
30-07-2024,Gold Medal,1,WIFFEN Daniel,Male,IRL,Ireland,Ireland,IRL,Ireland,Ireland,,,Swimming,Men's 800m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-800m-freestyle/fnl-000100--,14-07-2001,1539969,,TRUE
30-07-2024,Silver Medal,2,FINKE Bobby,Male,USA,United States,United States of America,USA,United States,United States of America,,,Swimming,Men's 800m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-800m-freestyle/fnl-000100--,06-11-1999,1935902,,TRUE
30-07-2024,Bronze Medal,3,PALTRINIERI Gregorio,Male,ITA,Italy,Italy,ITA,Italy,Italy,,,Swimming,Men's 800m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-800m-freestyle/fnl-000100--,05-09-1994,1925630,,TRUE
30-07-2024,Gold Medal,1,McKEOWN Kaylee,Female,AUS,Australia,Australia,AUS,Australia,Australia,,,Swimming,Women's 100m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-100m-backstroke/fnl-000100--,12-07-2001,1946198,,TRUE
30-07-2024,Silver Medal,2,SMITH Regan,Female,USA,United States,United States of America,USA,United States,United States of America,,,Swimming,Women's 100m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-100m-backstroke/fnl-000100--,09-02-2002,1935984,,TRUE
30-07-2024,Bronze Medal,3,BERKOFF Katharine,Female,USA,United States,United States of America,USA,United States,United States of America,,,Swimming,Women's 100m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-100m-backstroke/fnl-000100--,28-01-2001,1935873,,TRUE
31-07-2024,Gold Medal,1,OKA Shinnosuke,Male,JPN,Japan,Japan,JPN,Japan,Japan,,,Artistic Gymnastics,Men's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--,31-10-2003,1919480,,TRUE
31-07-2024,Silver Medal,2,ZHANG Boheng,Male,CHN,China,People's Republic of China,CHN,China,People's Republic of China,,,Artistic Gymnastics,Men's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--,04-03-2000,1918864,,TRUE
31-07-2024,Bronze Medal,3,XIAO Ruoteng,Male,CHN,China,People's Republic of China,CHN,China,People's Republic of China,,,Artistic Gymnastics,Men's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--,30-01-1996,1918860,,TRUE
31-07-2024,Gold Medal,1,FOX Jessica,Female,AUS,Australia,Australia,AUS,Australia,Australia,,,Canoe Slalom,Women's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-canoe-single/fnl-000100--,11-06-1994,1940205,,TRUE
31-07-2024,Silver Medal,2,LILIK Elena,Female,GER,Germany,Germany,GER,Germany,Germany,,,Canoe Slalom,Women's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-canoe-single/fnl-000100--,14-09-1998,1913770,,TRUE
31-07-2024,Bronze Medal,3,LEIBFARTH Evy,Female,USA,United States,United States of America,USA,United States,United States of America,,,Canoe Slalom,Women's Canoe Single,ATH,/en/paris-2024/results/canoe-slalom/women-s-canoe-single/fnl-000100--,26-01-2004,1955132,,TRUE
31-07-2024,Gold Medal,1,TORRES GIL Jose,Male,ARG,Argentina,Argentina,ARG,Argentina,Argentina,,,Cycling BMX Freestyle,Men's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/men-s-park/fnl-000100--,28-03-1995,1916809,,TRUE
31-07-2024,Silver Medal,2,REILLY Kieran Darren David,Male,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,,,Cycling BMX Freestyle,Men's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/men-s-park/fnl-000100--,12-07-2001,1912548,,TRUE
31-07-2024,Bronze Medal,3,JEANJEAN Anthony,Male,FRA,France,France,FRA,France,France,,,Cycling BMX Freestyle,Men's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/men-s-park/fnl-000100--,13-05-1998,1895685,,TRUE
31-07-2024,Gold Medal,1,DENG Yawen,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,,,Cycling BMX Freestyle,Women's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/women-s-park/fnl-000100--,17-10-2005,1920569,,TRUE
31-07-2024,Silver Medal,2,BENEGAS Perris,Female,USA,United States,United States of America,USA,United States,United States of America,,,Cycling BMX Freestyle,Women's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/women-s-park/fnl-000100--,22-07-1995,1955071,,TRUE
31-07-2024,Bronze Medal,3,DIEHM Natalya,Female,AUS,Australia,Australia,AUS,Australia,Australia,,,Cycling BMX Freestyle,Women's Park,ATH,/en/paris-2024/results/cycling-bmx-freestyle/women-s-park/fnl-000100--,23-09-1997,1940118,,TRUE
31-07-2024,Gold Medal,1,BEKAURI Lasha,Male,GEO,Georgia,Georgia,GEO,Georgia,Georgia,,,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/fnl-000100--,26-07-2000,1548817,,TRUE
31-07-2024,Silver Medal,2,MURAO Sanshiro,Male,JPN,Japan,Japan,JPN,Japan,Japan,,,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/fnl-000100--,28-08-2000,1896750,,TRUE
31-07-2024,Bronze Medal,3,NGAYAP HAMBOU Maxime-Gael,Male,FRA,France,France,FRA,France,France,,,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/repf000100--,22-06-2001,1891318,,TRUE
31-07-2024,Bronze Medal,3,TSELIDIS Theodoros,Male,GRE,Greece,Greece,GRE,Greece,Greece,,,Judo,Men -90 kg,HATH,/en/paris-2024/results/judo/men--90-kg/repf000200--,05-08-1996,1961318,,TRUE
31-07-2024,Gold Medal,1,MATIC Barbara,Female,CRO,Croatia,Croatia,CRO,Croatia,Croatia,,,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/fnl-000100--,03-12-1994,1898499,,TRUE
31-07-2024,Silver Medal,2,BUTKEREIT Miriam,Female,GER,Germany,Germany,GER,Germany,Germany,,,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/fnl-000100--,08-05-1994,1563082,,TRUE
31-07-2024,Bronze Medal,3,POLLERES Michaela,Female,AUT,Austria,Austria,AUT,Austria,Austria,,,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/repf000100--,15-07-1997,1566421,,TRUE
31-07-2024,Bronze Medal,3,WILLEMS Gabriella,Female,BEL,Belgium,Belgium,BEL,Belgium,Belgium,,,Judo,Women -70 kg,HATH,/en/paris-2024/results/judo/women--70-kg/repf000200--,01-07-1997,1903248,,TRUE
31-07-2024,Gold Medal,1,RUANO OLIVA Adriana,Female,GUA,Guatemala,Guatemala,GUA,Guatemala,Guatemala,,,Shooting,Trap Women,ATH,/en/paris-2024/results/shooting/trap-women/fnl-000100--,26-06-1995,1958899,,TRUE
31-07-2024,Silver Medal,2,STANCO Silvana Maria,Female,ITA,Italy,Italy,ITA,Italy,Italy,,,Shooting,Trap Women,ATH,/en/paris-2024/results/shooting/trap-women/fnl-000100--,06-01-1993,1915317,,TRUE
31-07-2024,Bronze Medal,3,SMITH Penny,Female,AUS,Australia,Australia,AUS,Australia,Australia,,,Shooting,Trap Women,ATH,/en/paris-2024/results/shooting/trap-women/fnl-000100--,21-04-1995,1967454,,TRUE
31-07-2024,Gold Medal,1,PAN Zhanle,Male,CHN,China,People's Republic of China,CHN,China,People's Republic of China,,,Swimming,Men's 100m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--,04-08-2004,1945148,,TRUE
31-07-2024,Silver Medal,2,CHALMERS Kyle,Male,AUS,Australia,Australia,AUS,Australia,Australia,,,Swimming,Men's 100m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--,25-06-1998,1946200,,TRUE
31-07-2024,Bronze Medal,3,POPOVICI David,Male,ROU,Romania,Romania,ROU,Romania,Romania,,,Swimming,Men's 100m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--,15-09-2004,1543549,,TRUE
31-07-2024,Gold Medal,1,MARCHAND Leon,Male,FRA,France,France,FRA,France,France,,,Swimming,Men's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-200m-breaststroke/fnl-000100--,17-05-2002,1909294,,TRUE
31-07-2024,Silver Medal,2,STUBBLETY-COOK Zac,Male,AUS,Australia,Australia,AUS,Australia,Australia,,,Swimming,Men's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-200m-breaststroke/fnl-000100--,04-01-1999,1946185,,TRUE
31-07-2024,Bronze Medal,3,CORBEAU Caspar,Male,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,,,Swimming,Men's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/men-s-200m-breaststroke/fnl-000100--,03-04-2001,1972545,,TRUE
31-07-2024,Gold Medal,1,MARCHAND Leon,Male,FRA,France,France,FRA,France,France,,,Swimming,Men's 200m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-200m-butterfly/fnl-000100--,17-05-2002,1909294,,TRUE
31-07-2024,Silver Medal,2,MILAK Kristof,Male,HUN,Hungary,Hungary,HUN,Hungary,Hungary,,,Swimming,Men's 200m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-200m-butterfly/fnl-000100--,20-02-2000,1905860,,TRUE
31-07-2024,Bronze Medal,3,KHARUN Ilya,Male,CAN,Canada,Canada,CAN,Canada,Canada,,,Swimming,Men's 200m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-200m-butterfly/fnl-000100--,07-02-2005,1967058,,TRUE
31-07-2024,Gold Medal,1,SJOESTROEM Sarah,Female,SWE,Sweden,Sweden,SWE,Sweden,Sweden,,,Swimming,Women's 100m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-100m-freestyle/fnl-000100--,17-08-1993,1572557,,TRUE
31-07-2024,Silver Medal,2,HUSKE Torri,Female,USA,United States,United States of America,USA,United States,United States of America,,,Swimming,Women's 100m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-100m-freestyle/fnl-000100--,07-12-2002,1935923,,TRUE
31-07-2024,Bronze Medal,3,HAUGHEY Siobhan Bernadette,Female,HKG,"Hong Kong, China","Hong Kong, China",HKG,"Hong Kong, China","Hong Kong, China",,,Swimming,Women's 100m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-100m-freestyle/fnl-000100--,31-10-1997,1925125,,TRUE
31-07-2024,Gold Medal,1,LEDECKY Katie,Female,USA,United States,United States of America,USA,United States,United States of America,,,Swimming,Women's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-1500m-freestyle/fnl-000100--,17-03-1997,1935938,,TRUE
31-07-2024,Silver Medal,2,KIRPICHNIKOVA Anastasiia,Female,FRA,France,France,FRA,France,France,,,Swimming,Women's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-1500m-freestyle/fnl-000100--,24-06-2000,1909209,,TRUE
31-07-2024,Bronze Medal,3,GOSE Isabel,Female,GER,Germany,Germany,GER,Germany,Germany,,,Swimming,Women's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-1500m-freestyle/fnl-000100--,09-05-2002,1907171,,TRUE
31-07-2024,Gold Medal,1,YEE Alex,Male,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,,,Triathlon,Men's Individual,ATH,/en/paris-2024/results/triathlon/men-s-individual/fnl-000100--,18-02-1998,1904251,,TRUE
31-07-2024,Silver Medal,2,WILDE Hayden,Male,NZL,New Zealand,New Zealand,NZL,New Zealand,New Zealand,,,Triathlon,Men's Individual,ATH,/en/paris-2024/results/triathlon/men-s-individual/fnl-000100--,01-09-1997,1926549,,TRUE
31-07-2024,Bronze Medal,3,BERGERE Leo,Male,FRA,France,France,FRA,France,France,,,Triathlon,Men's Individual,ATH,/en/paris-2024/results/triathlon/men-s-individual/fnl-000100--,28-06-1996,1543967,,TRUE
31-07-2024,Gold Medal,1,BEAUGRAND Cassandre,Female,FRA,France,France,FRA,France,France,,,Triathlon,Women's Individual,ATH,/en/paris-2024/results/triathlon/women-s-individual/fnl-000100--,23-05-1997,1543963,,TRUE
31-07-2024,Silver Medal,2,DERRON Julie,Female,SUI,Switzerland,Switzerland,SUI,Switzerland,Switzerland,,,Triathlon,Women's Individual,ATH,/en/paris-2024/results/triathlon/women-s-individual/fnl-000100--,10-09-1996,1976489,,TRUE
31-07-2024,Bronze Medal,3,POTTER Beth,Female,GBR,Great Britain,Great Britain,GBR,Great Britain,Great Britain,,,Triathlon,Women's Individual,ATH,/en/paris-2024/results/triathlon/women-s-individual/fnl-000100--,27-12-1991,1904244,,TRUE
01-08-2024,Gold Medal,1,BILES Simone,Female,USA,United States,United States of America,USA,United States,United States of America,,,Artistic Gymnastics,Women's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-all-around/fnl-000001--,14-03-1997,1959861,,TRUE
01-08-2024,Silver Medal,2,ANDRADE Rebeca,Female,BRA,Brazil,Brazil,BRA,Brazil,Brazil,,,Artistic Gymnastics,Women's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-all-around/fnl-000001--,08-05-1999,1953634,,TRUE
01-08-2024,Bronze Medal,3,LEE Sunisa,Female,USA,United States,United States of America,USA,United States,United States of America,,,Artistic Gymnastics,Women's All-Around,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-all-around/fnl-000001--,09-03-2003,1959866,,TRUE
01-08-2024,Gold Medal,1,PINTADO Brian Daniel,Male,ECU,Ecuador,Ecuador,ECU,Ecuador,Ecuador,,,Athletics,Men's 20km Race Walk,ATH,/en/paris-2024/results/athletics/men-s-20km-race-walk/fnl-000100--,29-07-1995,1929767,,TRUE
01-08-2024,Silver Medal,2,BONFIM Caio,Male,BRA,Brazil,Brazil,BRA,Brazil,Brazil,,,Athletics,Men's 20km Race Walk,ATH,/en/paris-2024/results/athletics/men-s-20km-race-walk/fnl-000100--,19-03-1991,1951928,,TRUE
01-08-2024,Bronze Medal,3,MARTIN Alvaro,Male,ESP,Spain,Spain,ESP,Spain,Spain,,,Athletics,Men's 20km Race Walk,ATH,/en/paris-2024/results/athletics/men-s-20km-race-walk/fnl-000100--,18-06-1994,1904165,,TRUE
01-08-2024,Gold Medal,1,YANG Jiayu,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,,,Athletics,Women's 20km Race Walk,ATH,/en/paris-2024/results/athletics/women-s-20km-race-walk/fnl-000100--,18-02-1996,1919002,,TRUE
01-08-2024,Silver Medal,2,PEREZ Maria,Female,ESP,Spain,Spain,ESP,Spain,Spain,,,Athletics,Women's 20km Race Walk,ATH,/en/paris-2024/results/athletics/women-s-20km-race-walk/fnl-000100--,29-04-1996,1905369,,TRUE
01-08-2024,Bronze Medal,3,MONTAG Jemima,Female,AUS,Australia,Australia,AUS,Australia,Australia,,,Athletics,Women's 20km Race Walk,ATH,/en/paris-2024/results/athletics/women-s-20km-race-walk/fnl-000100--,15-02-1998,1939791,,TRUE
01-08-2024,Gold Medal,1,de GENNARO Giovanni,Male,ITA,Italy,Italy,ITA,Italy,Italy,,,Canoe Slalom,Men's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-single/fnl-000100--,21-07-1992,1550975,,TRUE
01-08-2024,Silver Medal,2,CASTRYCK Titouan,Male,FRA,France,France,FRA,France,France,,,Canoe Slalom,Men's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-single/fnl-000100--,28-08-2004,1880464,,TRUE
01-08-2024,Bronze Medal,3,ECHANIZ Pau,Male,ESP,Spain,Spain,ESP,Spain,Spain,,,Canoe Slalom,Men's Kayak Single,ATH,/en/paris-2024/results/canoe-slalom/men-s-kayak-single/fnl-000100--,29-05-2001,1953935,,TRUE
01-08-2024,Gold Medal,1,KOTSOIEV Zelym,Male,AZE,Azerbaijan,Azerbaijan,AZE,Azerbaijan,Azerbaijan,,,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/fnl-000100--,09-08-1998,1972367,,TRUE
01-08-2024,Silver Medal,2,SULAMANIDZE Ilia,Male,GEO,Georgia,Georgia,GEO,Georgia,Georgia,,,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/fnl-000100--,18-06-2001,1552370,,TRUE
01-08-2024,Bronze Medal,3,PALTCHIK Peter,Male,ISR,Israel,Israel,ISR,Israel,Israel,,,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/repf000100--,04-01-1992,1892957,,TRUE
01-08-2024,Bronze Medal,3,TUROBOYEV Muzaffarbek,Male,UZB,Uzbekistan,Uzbekistan,UZB,Uzbekistan,Uzbekistan,,,Judo,Men -100 kg,HATH,/en/paris-2024/results/judo/men--100-kg/repf000200--,05-04-2000,1565754,,TRUE
01-08-2024,Gold Medal,1,BELLANDI Alice,Female,ITA,Italy,Italy,ITA,Italy,Italy,,,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/fnl-000100--,20-11-1998,1925349,,TRUE
01-08-2024,Silver Medal,2,LANIR Inbar,Female,ISR,Israel,Israel,ISR,Israel,Israel,,,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/fnl-000100--,03-04-2000,1892794,,TRUE
01-08-2024,Bronze Medal,3,MA Zhenzhao,Female,CHN,China,People's Republic of China,CHN,China,People's Republic of China,,,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/repf000100--,24-04-1998,1891067,,TRUE
01-08-2024,Bronze Medal,3,SAMPAIO Patricia,Female,POR,Portugal,Portugal,POR,Portugal,Portugal,,,Judo,Women -78 kg,HATH,/en/paris-2024/results/judo/women--78-kg/repf000200--,30-06-1999,1943504,,TRUE
01-08-2024,Gold Medal,1,LIU Yukun,Male,CHN,China,People's Republic of China,CHN,China,People's Republic of China,,,Shooting,50m Rifle 3 Positions Men,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-men/fnl-000100--,12-04-1997,1913922,,TRUE
01-08-2024,Silver Medal,2,KULISH Serhiy,Male,UKR,Ukraine,Ukraine,UKR,Ukraine,Ukraine,,,Shooting,50m Rifle 3 Positions Men,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-men/fnl-000100--,17-04-1993,1555976,,TRUE
01-08-2024,Bronze Medal,3,KUSALE Swapnil,Male,IND,India,India,IND,India,India,,,Shooting,50m Rifle 3 Positions Men,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-men/fnl-000100--,06-08-1995,1538084,,TRUE
01-08-2024,Gold Medal,1,KOS Hubert,Male,HUN,Hungary,Hungary,HUN,Hungary,Hungary,,,Swimming,Men's 200m Backstroke,ATH,/en/paris-2024/results/swimming/men-s-200m-backstroke/fnl-000100--,28-03-2003,1904977,,TRUE
01-08-2024,Silver Medal,2,CHRISTOU Apostolos,Male,GRE,Greece,Greece,GRE,Greece,Greece,,,Swimming,Men's 200m Backstroke,ATH,/en/paris-2024/results/swimming/men-s-200m-backstroke/fnl-000100--,01-11-1996,1954557,,TRUE
01-08-2024,Bronze Medal,3,MITYUKOV Roman,Male,SUI,Switzerland,Switzerland,SUI,Switzerland,Switzerland,,,Swimming,Men's 200m Backstroke,ATH,/en/paris-2024/results/swimming/men-s-200m-backstroke/fnl-000100--,30-07-2000,1977754,,TRUE
01-08-2024,Gold Medal,1,DOUGLASS Kate,Female,USA,United States,United States of America,USA,United States,United States of America,,,Swimming,Women's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/women-s-200m-breaststroke/fnl-000100--,17-11-2001,1935895,,TRUE
01-08-2024,Silver Medal,2,SMITH Tatjana,Female,RSA,South Africa,South Africa,RSA,South Africa,South Africa,,,Swimming,Women's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/women-s-200m-breaststroke/fnl-000100--,09-07-1997,1962589,,TRUE
01-08-2024,Bronze Medal,3,SCHOUTEN Tes,Female,NED,Netherlands,Netherlands,NED,Netherlands,Netherlands,,,Swimming,Women's 200m Breaststroke,ATH,/en/paris-2024/results/swimming/women-s-200m-breaststroke/fnl-000100--,31-12-2000,1972525,,TRUE
01-08-2024,Gold Medal,1,McINTOSH Summer,Female,CAN,Canada,Canada,CAN,Canada,Canada,,,Swimming,Women's 200m Butterfly,ATH,/en/paris-2024/results/swimming/women-s-200m-butterfly/fnl-000100--,18-08-2006,1967140,,TRUE
